customer_id,segment,contract_type,sales_channel,region,product_tier,tenure_months,monthly_revenue_gbp,support_tickets_90d,usage_index,nps_score,payment_failures_90d,discount_pct,days_since_last_login,churned,annual_revenue_gbp,risk_score,risk_band,revenue_at_risk_gbp,retention_priority
CUST-00082,Enterprise,Month-to-Month,Retail,US,Standard,55,96.63,2,0.322,-64,0,7.3,39,0,1159.56,6,High,773.04,P2
CUST-00083,SMB,12 Month,Partner,India,Standard,17,124.87,1,0.8,-34,0,4.3,22,0,1498.44,1,Low,166.49,P4
CUST-00084,Consumer,Month-to-Month,Partner,US,Standard,15,45.52,2,0.138,-81,0,6.7,12,0,546.24,4,Medium,242.77,P3
CUST-00085,SMB,Month-to-Month,Retail,UK,Standard,55,82.13,0,0.706,-20,0,0.6,30,0,985.56,2,Low,219.01,P4
CUST-00086,Consumer,24 Month,Direct Sales,Germany,Basic,9,18.44,1,0.793,-26,0,15.9,27,0,221.28,1,Low,24.59,P4
CUST-00087,Consumer,12 Month,Online,UAE,Premium,36,125.16,3,0.375,-86,0,12.6,39,0,1501.92,4,Medium,667.52,P2
CUST-00088,Mid-Market,24 Month,Partner,Germany,Basic,26,7.22,3,0.602,-35,0,12.5,3,0,86.64,2,Low,19.25,P4
CUST-00089,Consumer,12 Month,Partner,UK,Standard,11,68.52,1,0.62,11,2,21.6,1,0,822.24,2,Low,182.72,P4
CUST-00090,Consumer,12 Month,Online,UK,Premium,20,76.45,0,0.4,87,0,11.0,31,0,917.4,2,Low,203.87,P4
CUST-00091,SMB,24 Month,Direct Sales,UK,Premium,13,87.49,2,0.093,-10,0,0.7,19,0,1049.88,3,Medium,349.96,P3
CUST-00092,Enterprise,12 Month,Partner,US,Basic,34,49.24,2,0.652,18,0,6.5,56,0,590.88,2,Low,131.31,P4
CUST-00093,Enterprise,Month-to-Month,Online,Germany,Basic,51,29.23,2,0.474,67,0,13.1,1,0,350.76,1,Low,38.97,P4
CUST-00094,Consumer,Month-to-Month,Direct Sales,India,Standard,11,51.38,1,0.805,68,0,9.8,32,0,616.56,3,Medium,205.52,P3
CUST-00095,Enterprise,12 Month,Direct Sales,UK,Premium,65,24.8,3,0.354,96,1,13.9,41,0,297.6,5,High,165.33,P3
CUST-00096,SMB,Month-to-Month,Retail,India,Standard,20,93.31,2,0.809,93,0,0.5,1,0,1119.72,1,Low,124.41,P4
CUST-00097,Enterprise,Month-to-Month,Direct Sales,UK,Standard,68,60.54,1,0.255,-69,0,18.1,47,0,726.48,6,High,484.32,P3
CUST-00098,SMB,Month-to-Month,Direct Sales,Germany,Premium,19,100.48,3,0.351,-78,1,11.5,35,1,1205.76,7,Critical,0.0,P2
CUST-00099,Consumer,Month-to-Month,Online,Germany,Standard,54,36.74,2,0.573,42,0,3.8,57,0,440.88,3,Medium,146.96,P3
CUST-00100,Consumer,12 Month,Online,UK,Premium,38,73.04,1,0.43,-15,0,4.9,19,0,876.48,1,Low,97.39,P4
CUST-00101,Consumer,Month-to-Month,Retail,India,Enterprise,14,42.52,2,0.623,-65,0,6.4,26,0,510.24,2,Low,113.39,P4
CUST-00102,Consumer,24 Month,Online,India,Standard,71,31.37,0,0.743,41,2,6.4,37,0,376.44,4,Medium,167.31,P3
CUST-00103,Consumer,12 Month,Retail,US,Premium,30,31.85,2,0.528,-16,0,4.3,30,0,382.2,1,Low,42.47,P4
CUST-00104,Mid-Market,Month-to-Month,Partner,India,Enterprise,16,66.56,2,0.646,39,0,3.1,20,0,798.72,1,Low,88.75,P4
CUST-00105,Enterprise,12 Month,Retail,UAE,Basic,70,36.48,3,0.604,-92,2,4.1,45,0,437.76,6,High,291.84,P3
CUST-00106,Consumer,24 Month,Direct Sales,UAE,Enterprise,5,97.52,3,0.398,-25,0,9.9,57,0,1170.24,4,Medium,520.11,P2
CUST-00107,SMB,Month-to-Month,Online,India,Basic,24,72.52,4,0.549,-17,0,2.6,50,1,870.24,5,High,0.0,P3
CUST-00108,Consumer,Month-to-Month,Retail,UAE,Standard,21,24.02,3,0.429,-59,0,15.3,14,0,288.24,3,Medium,96.08,P3
CUST-00109,Consumer,24 Month,Partner,US,Enterprise,67,22.54,3,0.158,59,0,8.6,41,0,270.48,5,High,150.27,P3
CUST-00110,Mid-Market,24 Month,Online,UK,Premium,52,62.36,4,0.542,-87,0,6.9,58,1,748.32,4,Medium,0.0,P3
CUST-00111,Consumer,12 Month,Online,US,Premium,28,77.13,3,0.327,67,1,4.0,44,0,925.56,7,Critical,719.88,P2
CUST-00112,SMB,24 Month,Online,US,Standard,55,22.16,1,0.191,21,0,3.0,54,0,265.92,4,Medium,118.19,P3
CUST-00113,Enterprise,Month-to-Month,Direct Sales,US,Standard,25,124.98,0,0.588,-48,0,3.6,19,0,1499.76,2,Low,333.28,P4
CUST-00114,SMB,Month-to-Month,Direct Sales,India,Enterprise,38,45.81,3,0.672,-24,0,5.9,19,0,549.72,3,Medium,183.24,P3
CUST-00115,Enterprise,Month-to-Month,Online,UK,Premium,35,46.88,1,0.26,83,0,14.1,38,0,562.56,5,High,312.53,P3
CUST-00116,Consumer,Month-to-Month,Direct Sales,UK,Standard,5,51.15,3,0.361,14,0,14.1,10,1,613.8,2,Low,0.0,P4
CUST-00117,Consumer,Month-to-Month,Direct Sales,UK,Premium,17,319.64,1,0.521,95,0,2.0,44,1,3835.68,3,Medium,0.0,P3
CUST-00118,Consumer,24 Month,Retail,UAE,Standard,60,32.24,1,0.242,85,0,5.3,11,0,386.88,2,Low,85.97,P4
CUST-00119,SMB,Month-to-Month,Direct Sales,UK,Premium,32,26.23,1,0.301,-79,1,4.2,14,0,314.76,6,High,209.84,P3
CUST-00120,Enterprise,12 Month,Online,US,Basic,11,39.4,1,0.487,-87,0,1.5,38,1,472.8,3,Medium,0.0,P3
CUST-00121,SMB,Month-to-Month,Online,UK,Enterprise,29,166.74,2,0.297,-51,1,9.8,46,0,2000.88,8,Critical,1778.56,P1
CUST-00122,Consumer,Month-to-Month,Retail,US,Enterprise,27,141.8,3,0.449,81,0,0.2,55,1,1701.6,4,Medium,0.0,P2
CUST-00123,Mid-Market,Month-to-Month,Partner,US,Standard,45,14.01,3,0.889,-68,1,6.5,58,0,168.12,7,Critical,130.76,P3
CUST-00124,Consumer,12 Month,Direct Sales,UK,Basic,38,64.72,0,0.376,-29,1,14.1,32,1,776.64,5,High,0.0,P3
CUST-00125,Consumer,Month-to-Month,Direct Sales,UAE,Premium,27,42.3,3,0.318,17,0,0.7,57,0,507.6,6,High,338.4,P3
CUST-00126,Enterprise,24 Month,Online,UK,Standard,56,73.57,0,0.341,81,0,1.1,15,0,882.84,2,Low,196.19,P4
CUST-00127,Consumer,12 Month,Direct Sales,UK,Standard,34,60.26,2,0.829,44,1,12.9,6,0,723.12,2,Low,160.69,P4
CUST-00128,Consumer,Month-to-Month,Retail,India,Enterprise,16,138.03,3,0.916,-57,0,17.7,17,1,1656.36,3,Medium,0.0,P3
CUST-00129,Consumer,24 Month,Direct Sales,UK,Premium,18,24.9,3,0.591,45,1,16.4,28,0,298.8,3,Medium,99.6,P3
CUST-00130,Mid-Market,Month-to-Month,Online,UK,Enterprise,15,22.21,0,0.263,-61,0,13.4,58,0,266.52,6,High,177.68,P3
CUST-00131,Consumer,24 Month,Direct Sales,UAE,Standard,8,38.27,4,0.773,-62,0,19.8,42,0,459.24,4,Medium,204.11,P3
CUST-00132,Consumer,Month-to-Month,Direct Sales,India,Enterprise,2,63.08,1,0.807,27,0,3.0,21,1,756.96,1,Low,0.0,P4
CUST-00133,Consumer,12 Month,Online,UAE,Basic,22,46.23,0,0.555,25,1,6.2,12,0,554.76,2,Low,123.28,P4
CUST-00134,Consumer,Month-to-Month,Online,India,Standard,5,77.63,0,0.192,-20,0,4.0,1,0,931.56,4,Medium,414.03,P2
CUST-00135,Enterprise,12 Month,Online,UAE,Basic,33,56.88,4,0.75,-24,0,2.6,4,0,682.56,2,Low,151.68,P4
CUST-00136,Enterprise,Month-to-Month,Online,India,Standard,48,160.48,4,0.845,31,0,5.3,55,0,1925.76,4,Medium,855.89,P2
CUST-00137,Mid-Market,Month-to-Month,Partner,India,Standard,33,64.32,2,0.319,96,1,5.2,49,0,771.84,7,Critical,600.32,P3
CUST-00138,Enterprise,24 Month,Direct Sales,UAE,Standard,37,52.61,2,0.728,-2,0,4.3,38,0,631.32,3,Medium,210.44,P3
CUST-00139,SMB,12 Month,Direct Sales,UK,Basic,32,27.58,0,0.57,70,0,4.2,55,0,330.96,2,Low,73.55,P4
CUST-00140,Consumer,Month-to-Month,Retail,UK,Premium,33,42.36,1,0.745,-13,0,12.3,36,0,508.32,4,Medium,225.92,P3
CUST-00141,Mid-Market,24 Month,Direct Sales,US,Premium,7,85.64,4,0.149,-61,1,14.3,33,0,1027.68,8,Critical,913.49,P2
CUST-00142,SMB,24 Month,Retail,US,Premium,54,87.97,4,0.759,90,2,10.2,20,0,1055.64,3,Medium,351.88,P3
CUST-00143,Mid-Market,Month-to-Month,Partner,UK,Enterprise,46,53.49,2,0.563,-34,0,3.7,21,0,641.88,2,Low,142.64,P4
CUST-00144,Enterprise,Month-to-Month,Direct Sales,UAE,Standard,41,55.72,3,0.103,-51,4,7.4,7,0,668.64,7,Critical,520.05,P3
CUST-00145,Mid-Market,Month-to-Month,Online,UAE,Premium,21,133.6,1,0.351,87,0,7.5,6,0,1603.2,1,Low,178.13,P4
CUST-00146,Mid-Market,Month-to-Month,Direct Sales,India,Basic,32,124.32,2,0.563,4,1,8.2,0,0,1491.84,3,Medium,497.28,P3
CUST-00147,Consumer,24 Month,Online,UK,Enterprise,1,40.2,1,0.78,72,0,9.3,1,0,482.4,0,Low,0.0,P4
CUST-00148,Mid-Market,Month-to-Month,Partner,UAE,Basic,13,41.54,0,0.66,-36,0,13.6,46,0,498.48,4,Medium,221.55,P3
CUST-00149,Consumer,Month-to-Month,Retail,UAE,Premium,7,39.73,1,0.487,-89,0,14.9,28,0,476.76,2,Low,105.95,P4
CUST-00150,Consumer,12 Month,Online,India,Standard,41,52.26,3,0.741,-69,0,16.3,31,0,627.12,4,Medium,278.72,P3
CUST-00151,Enterprise,Month-to-Month,Partner,India,Standard,38,27.37,4,0.534,4,0,12.5,25,0,328.44,2,Low,72.99,P4
CUST-00152,Consumer,Month-to-Month,Partner,UK,Premium,5,51.27,2,0.539,40,1,6.3,58,0,615.24,5,High,341.8,P3
CUST-00153,Enterprise,12 Month,Online,India,Enterprise,37,75.48,0,0.719,6,1,21.4,57,0,905.76,4,Medium,402.56,P2
CUST-00154,SMB,Month-to-Month,Retail,UAE,Standard,66,69.24,3,0.715,46,0,5.3,27,0,830.88,2,Low,184.64,P4
CUST-00155,Enterprise,12 Month,Online,US,Standard,22,38.55,1,0.444,-15,0,2.8,17,0,462.6,1,Low,51.4,P4
CUST-00156,SMB,12 Month,Direct Sales,UK,Standard,56,25.89,0,0.758,-60,1,20.0,47,1,310.68,5,High,0.0,P3
CUST-00157,Enterprise,24 Month,Online,UK,Enterprise,8,36.71,1,0.843,-7,1,9.8,0,0,440.52,3,Medium,146.84,P3
CUST-00158,SMB,24 Month,Online,India,Enterprise,44,77.85,3,0.524,-8,1,0.5,8,0,934.2,4,Medium,415.2,P2
CUST-00159,Enterprise,12 Month,Online,US,Basic,19,26.52,2,0.589,-14,0,0.1,6,0,318.24,1,Low,35.36,P4
CUST-00160,Mid-Market,24 Month,Direct Sales,UK,Basic,15,63.12,1,0.513,16,0,5.5,37,1,757.44,2,Low,0.0,P4
CUST-00161,Enterprise,12 Month,Online,UAE,Premium,60,48.71,2,0.45,1,0,3.8,55,0,584.52,2,Low,129.89,P4
CUST-00162,Enterprise,Month-to-Month,Partner,India,Enterprise,19,60.72,4,0.069,98,1,1.6,17,0,728.64,6,High,485.76,P3
CUST-00163,Mid-Market,12 Month,Retail,US,Basic,3,161.78,2,0.205,55,0,4.5,26,0,1941.36,2,Low,431.41,P4
CUST-00164,Consumer,Month-to-Month,Retail,UK,Basic,46,53.66,2,0.6,4,0,12.7,12,0,643.92,1,Low,71.55,P4
CUST-00165,Consumer,Month-to-Month,Online,Germany,Standard,4,45.97,2,0.159,6,0,26.8,35,0,551.64,5,High,306.47,P3
CUST-00166,Consumer,Month-to-Month,Retail,UAE,Basic,58,68.31,1,0.227,81,0,4.7,2,0,819.72,3,Medium,273.24,P3
CUST-00167,Consumer,12 Month,Retail,US,Standard,59,112.2,2,0.404,-41,0,18.9,54,1,1346.4,3,Medium,0.0,P3
CUST-00168,Consumer,Month-to-Month,Retail,UK,Basic,28,59.41,2,0.764,-53,1,0.2,5,0,712.92,4,Medium,316.85,P3
CUST-00169,Consumer,Month-to-Month,Online,US,Standard,43,65.13,0,0.648,64,0,10.5,38,0,781.56,3,Medium,260.52,P3
CUST-00170,SMB,Month-to-Month,Retail,UAE,Standard,53,68.54,3,0.581,23,0,11.9,34,0,822.48,4,Medium,365.55,P3
CUST-00171,Enterprise,Month-to-Month,Direct Sales,UK,Standard,41,34.34,2,0.226,50,1,11.3,32,0,412.08,7,Critical,320.51,P3
CUST-00172,SMB,12 Month,Direct Sales,UK,Enterprise,65,47.55,1,0.093,81,0,6.3,8,0,570.6,2,Low,126.8,P4
CUST-00173,SMB,Month-to-Month,Retail,India,Basic,49,48.79,2,0.293,12,0,8.0,32,0,585.48,5,High,325.27,P3
CUST-00174,SMB,24 Month,Online,India,Standard,67,21.91,2,0.322,-16,1,2.3,7,0,262.92,5,High,146.07,P3
CUST-00175,SMB,24 Month,Partner,UK,Basic,15,50.36,0,0.387,-13,3,17.8,60,1,604.32,5,High,0.0,P3
CUST-00176,SMB,24 Month,Online,India,Enterprise,45,107.07,4,0.846,66,0,20.1,16,0,1284.84,1,Low,142.76,P4
CUST-00177,SMB,Month-to-Month,Online,UAE,Basic,46,46.29,2,0.612,46,0,9.5,27,0,555.48,1,Low,61.72,P4
CUST-00178,Consumer,Month-to-Month,Partner,India,Standard,70,54.77,2,0.199,72,1,12.1,3,0,657.24,5,High,365.13,P3
CUST-00179,Consumer,Month-to-Month,Online,India,Enterprise,28,70.3,4,0.525,16,0,14.3,2,0,843.6,2,Low,187.47,P4
CUST-00180,Mid-Market,Month-to-Month,Partner,UK,Premium,68,97.45,2,0.306,-3,1,6.3,46,1,1169.4,8,Critical,0.0,P2
CUST-00181,Consumer,Month-to-Month,Online,UK,Enterprise,34,62.52,4,0.328,51,1,6.3,46,0,750.24,8,Critical,666.88,P3
CUST-00182,SMB,24 Month,Retail,UAE,Standard,67,42.78,4,0.341,-65,0,15.6,41,0,513.36,6,High,342.24,P3
CUST-00183,Consumer,Month-to-Month,Online,UAE,Standard,33,134.12,4,0.871,-22,0,3.0,22,0,1609.44,3,Medium,536.48,P3
CUST-00184,SMB,Month-to-Month,Online,Germany,Standard,36,47.9,1,0.651,-25,0,9.5,27,0,574.8,2,Low,127.73,P4
CUST-00185,SMB,24 Month,Online,India,Enterprise,69,99.49,5,0.332,95,0,9.3,3,1,1193.88,3,Medium,0.0,P3
CUST-00186,SMB,Month-to-Month,Retail,UK,Basic,54,30.78,1,0.753,94,0,0.8,4,0,369.36,1,Low,41.04,P4
CUST-00187,Mid-Market,12 Month,Online,UK,Basic,46,54.35,1,0.311,-92,0,5.9,6,0,652.2,3,Medium,217.4,P3
CUST-00188,Mid-Market,24 Month,Direct Sales,UK,Premium,22,30.07,2,0.282,5,1,17.4,56,0,360.84,6,High,240.56,P3
CUST-00189,Consumer,12 Month,Online,US,Basic,64,31.63,0,0.638,-72,1,10.7,49,1,379.56,5,High,0.0,P3
CUST-00190,Mid-Market,12 Month,Online,US,Standard,29,54.29,0,0.343,-54,0,4.9,5,0,651.48,3,Medium,217.16,P3
CUST-00191,SMB,24 Month,Online,UK,Basic,3,43.87,1,0.592,19,0,15.8,35,0,526.44,2,Low,116.99,P4
